eventID,eventType,parentEventID,eventDate,locationID,locality,decimalLatitude,decimalLongitude,footprintWKT,geodeticDatum,waterBody,countryCode,minimumDepthInMeters,maximumDepthInMeters,samplingProtocol
PSZMP_20201222_TUL,cruise,,2020-12-22T10:44:00-0700,,,48.059,-122.387,POINT (-122.3873 48.05901),EPSG:4326,"Whidbey Basin, Salish Sea",US,0.0,180.0,
PSZMP_20201223_LUM,cruise,,2020-12-23T10:47:00-0700,,,48.634,-122.589,POINT (-122.589 48.63368),EPSG:4326,"Bellingham Bay, Salish Sea",US,47.0,0.0,
PSZMP_20210106_NOAA,cruise,,2021-01-06T11:15:00-0700,,,48.257,-122.544,POINT (-122.5442 48.25673),EPSG:4326,"Whidbey Basin, Salish Sea",US,0.0,80.0,
PSZMP_20210108_HCSEG_DOE,cruise,,2021-01-08T12:44:00-0700,,,47.447,-123.017,"LINESTRING (-123.0249 47.3562, -123.0096 47.53787)",EPSG:4326,"Hood Canal, Salish Sea",US,0.0,147.0,
PSZMP_20210109_KWT,cruise,,2021-01-09T10:46:00-0700,,,48.554,-122.926,"LINESTRING (-123.0481 48.67437, -122.8037 48.43457)",EPSG:4326,"San Juan, Salish Sea",US,0.0,70.0,
PSZMP_20210115_PGST_WDFW,cruise,,2021-01-15T10:23:00-0700,,,47.929,-122.669,"POLYGON ((-122.733 47.78297, -122.6374 48.00274, -122.636 48.00273, -122.733 47.78297))",EPSG:4326,"Admiralty Inlet, Salish Sea",US,35.0,115.0,
PSZMP_20210119_KC,cruise,,2021-01-19T09:09:00-0700,,,47.744,-122.428,POINT (-122.4282 47.74396),EPSG:4326,"Central Basin, Salish Sea",US,0.0,200.0,
PSZMP_20210120_KC,cruise,,2021-01-20T10:51:00-0700,,,47.446,-122.41,"LINESTRING (-122.4333 47.53333, -122.3871 47.35862)",EPSG:4326,"Central Basin, Salish Sea",US,0.0,200.0,
PSZMP_20210127_TUL,cruise,,2021-01-27T12:05:00-0700,,,48.015,-122.355,"LINESTRING (-122.3873 48.05901, -122.3222 47.97166)",EPSG:4326,"Whidbey Basin, Salish Sea",US,0.0,190.0,
PSZMP_20210128_KWT,cruise,,2021-01-28T11:00:00-0700,,,48.554,-122.926,"LINESTRING (-123.0481 48.67437, -122.8037 48.43457)",EPSG:4326,"San Juan, Salish Sea",US,0.0,70.0,
PSZMP_20210129_LUM,cruise,,2021-01-29T13:01:00-0700,,,48.638,-122.582,"POLYGON ((-122.589 48.63368, -122.5886 48.64352, -122.5694 48.63795, -122.589 48.63368))",EPSG:4326,"Bellingham Bay, Salish Sea",US,0.0,109.0,
PSZMP_20210201_KC,cruise,,2021-02-01T08:40:00-0700,,,47.744,-122.428,POINT (-122.4282 47.74396),EPSG:4326,"Central Basin, Salish Sea",US,0.0,200.0,
PSZMP_20210202_KC,cruise,,2021-02-02T10:15:00-0700,,,47.446,-122.41,"LINESTRING (-122.4333 47.53333, -122.3871 47.35862)",EPSG:4326,"Central Basin, Salish Sea",US,0.0,200.0,
PSZMP_20210203_NIT,cruise,,2021-02-03T10:09:00-0700,,,47.152,-122.659,POINT (-122.6586 47.15243),EPSG:4326,"South Sound, Salish Sea",US,0.0,123.0,
PSZMP_20210204_PGST_WDFW,cruise,,2021-02-04T11:41:00-0700,,,47.893,-122.684,"LINESTRING (-122.733 47.78297, -122.636 48.00273)",EPSG:4326,"Admiralty Inlet, Salish Sea",US,0.0,116.0,
PSZMP_20210216_TUL,cruise,,2021-02-16T12:21:00-0700,,,48.015,-122.355,"LINESTRING (-122.3873 48.05901, -122.3222 47.97166)",EPSG:4326,"Whidbey Basin, Salish Sea",US,0.0,194.0,
PSZMP_20210217_KWT,cruise,,2021-02-17T11:22:00-0700,,,48.554,-122.926,"LINESTRING (-123.0481 48.67437, -122.8037 48.43457)",EPSG:4326,"San Juan, Salish Sea",US,0.0,28.0,
PSZMP_20210217_PGST_WDFW,cruise,,2021-02-17T10:58:00-0700,,,47.908,-122.679,"POLYGON ((-122.733 47.78297, -122.7334 47.78343, -122.6374 48.00274, -122.636 48.00273, -122.733 47.78297))",EPSG:4326,"Admiralty Inlet, Salish Sea",US,0.0,120.0,
PSZMP_20210219_KC,cruise,,2021-02-19T08:50:00-0700,,,47.545,-122.416,"POLYGON ((-122.3871 47.35862, -122.4333 47.53333, -122.4282 47.74396, -122.3871 47.35862))",EPSG:4326,"Central Basin, Salish Sea",US,0.0,200.0,
PSZMP_20210219_LUM,cruise,,2021-02-19T10:18:00-0700,,,48.638,-122.582,"POLYGON ((-122.589 48.63368, -122.5886 48.64352, -122.5694 48.63795, -122.589 48.63368))",EPSG:4326,"Bellingham Bay, Salish Sea",US,0.0,113.0,
PSZMP_20210224_NIT,cruise,,2021-02-24T10:45:00-0700,,,47.152,-122.659,POINT (-122.6586 47.15243),EPSG:4326,"South Sound, Salish Sea",US,118.0,0.0,
PSZMP_20210226_HCSEG_DOE,cruise,,2021-02-26T13:10:00-0700,,,47.447,-123.017,"LINESTRING (-123.0249 47.3562, -123.0096 47.53787)",EPSG:4326,"Hood Canal, Salish Sea",US,0.0,131.0,
PSZMP_20210301_KC,cruise,,2021-03-01T09:25:00-0700,,,47.744,-122.428,POINT (-122.4282 47.74396),EPSG:4326,"Central Basin, Salish Sea",US,0.0,200.0,
PSZMP_20210301_KWT,cruise,,2021-03-01T10:59:00-0700,,,48.554,-122.926,"LINESTRING (-123.0481 48.67437, -122.8037 48.43457)",EPSG:4326,"San Juan, Salish Sea",US,0.0,70.0,
PSZMP_20210302_KC,cruise,,2021-03-02T11:41:00-0700,,,47.446,-122.41,"LINESTRING (-122.4333 47.53333, -122.3871 47.35862)",EPSG:4326,"Central Basin, Salish Sea",US,0.0,200.0,
PSZMP_20210302_NOAA,cruise,,2021-03-02T12:30:00-0700,,,48.265,-122.549,"LINESTRING (-122.5529 48.27363, -122.5442 48.25673)",EPSG:4326,"Whidbey Basin, Salish Sea",US,0.0,80.0,
PSZMP_20210303_PGST_WDFW,cruise,,2021-03-03T12:17:00-0700,,,47.893,-122.684,"LINESTRING (-122.733 47.78297, -122.636 48.00273)",EPSG:4326,"Admiralty Inlet, Salish Sea",US,0.0,110.0,
PSZMP_20210304_TUL,cruise,,2021-03-04T11:58:00-0700,,,48.001,-122.337,"POLYGON ((-122.2906 47.95922, -122.3222 47.97166, -122.3956 48.06646, -122.3873 48.05901, -122.2906 47.95922))",EPSG:4326,"Whidbey Basin, Salish Sea",US,0.0,190.0,
PSZMP_20210309_NIT,cruise,,2021-03-09T11:32:00-0700,,,47.144,-122.648,"POLYGON ((-122.649 47.13932, -122.6586 47.15243, -122.6377 47.14032, -122.649 47.13932))",EPSG:4326,"South Sound, Salish Sea",US,50.0,0.0,
PSZMP_20210310_LUM,cruise,,2021-03-10T10:46:00-0700,,,48.638,-122.582,"POLYGON ((-122.589 48.63368, -122.5886 48.64352, -122.5694 48.63795, -122.589 48.63368))",EPSG:4326,"Bellingham Bay, Salish Sea",US,0.0,110.0,
PSZMP_20210315_KC,cruise,,2021-03-15T08:32:00-0700,,,47.744,-122.428,POINT (-122.4282 47.74396),EPSG:4326,"Central Basin, Salish Sea",US,0.0,200.0,
PSZMP_20210316_KC,cruise,,2021-03-16T10:49:00-0700,,,47.446,-122.41,"LINESTRING (-122.4333 47.53333, -122.3871 47.35862)",EPSG:4326,"Central Basin, Salish Sea",US,0.0,200.0,
PSZMP_20210316_KWT,cruise,,2021-03-16T11:41:00-0700,,,48.554,-122.926,"LINESTRING (-123.0481 48.67437, -122.8037 48.43457)",EPSG:4326,"San Juan, Salish Sea",US,0.0,70.0,
PSZMP_20210318_HCSEG_DOE,cruise,,2021-03-18T11:42:00-0700,,,47.447,-123.017,"LINESTRING (-123.0249 47.3562, -123.0096 47.53787)",EPSG:4326,"Hood Canal, Salish Sea",US,0.0,152.0,
PSZMP_20210318_PGST_WDFW,cruise,,2021-03-18T10:33:00-0700,,,47.908,-122.679,"POLYGON ((-122.733 47.78297, -122.7334 47.78343, -122.6374 48.00274, -122.636 48.00273, -122.733 47.78297))",EPSG:4326,"Admiralty Inlet, Salish Sea",US,0.0,120.0,
PSZMP_20210323_NIT,cruise,,2021-03-23T12:40:00-0700,,,47.146,-122.654,"LINESTRING (-122.6586 47.15243, -122.649 47.13932)",EPSG:4326,"South Sound, Salish Sea",US,0.0,120.0,
PSZMP_20210325_LUM,cruise,,2021-03-25T11:10:00-0700,,,48.641,-122.579,"LINESTRING (-122.5886 48.64352, -122.5694 48.63795)",EPSG:4326,"Bellingham Bay, Salish Sea",US,0.0,110.0,
PSZMP_20210326_TUL,cruise,,2021-03-26T09:09:00-0700,,,48.032,-122.368,"POLYGON ((-122.3222 47.97166, -122.3956 48.06646, -122.3873 48.05901, -122.3222 47.97166))",EPSG:4326,"Whidbey Basin, Salish Sea",US,0.0,185.0,
PSZMP_20210330_KWT,cruise,,2021-03-30T10:55:00-0700,,,48.554,-122.926,"LINESTRING (-123.0481 48.67437, -122.8037 48.43457)",EPSG:4326,"San Juan, Salish Sea",US,0.0,27.0,
PSZMP_20210330_PGST_WDFW,cruise,,2021-03-30T13:53:00-0700,,,48.003,-122.636,POINT (-122.636 48.00273),EPSG:4326,"Admiralty Inlet, Salish Sea",US,0.0,110.0,
PSZMP_20210405_KC,cruise,,2021-04-05T08:35:00-0700,,,47.744,-122.428,POINT (-122.4282 47.74396),EPSG:4326,"Central Basin, Salish Sea",US,0.0,200.0,
PSZMP_20210405_NOAA,cruise,,2021-04-05T11:19:00-0700,,,48.265,-122.549,"LINESTRING (-122.5529 48.27363, -122.5442 48.25673)",EPSG:4326,"Whidbey Basin, Salish Sea",US,33.0,0.0,
PSZMP_20210406_KC,cruise,,2021-04-06T10:25:00-0700,,,47.446,-122.41,"LINESTRING (-122.4333 47.53333, -122.3871 47.35862)",EPSG:4326,"Central Basin, Salish Sea",US,0.0,200.0,
PSZMP_20210414_TUL,cruise,,2021-04-14T09:46:00-0700,,,48.001,-122.337,"POLYGON ((-122.2906 47.95922, -122.3222 47.97166, -122.3956 48.06646, -122.3873 48.05901, -122.2906 47.95922))",EPSG:4326,"Whidbey Basin, Salish Sea",US,0.0,190.0,
PSZMP_20210415_LUM,cruise,,2021-04-15T10:57:00-0700,,,48.638,-122.569,POINT (-122.5694 48.63795),EPSG:4326,"Bellingham Bay, Salish Sea",US,0.0,110.0,
PSZMP_20210416_KWT,cruise,,2021-04-16T11:15:00-0700,,,48.554,-122.926,"LINESTRING (-123.0481 48.67437, -122.8037 48.43457)",EPSG:4326,"San Juan, Salish Sea",US,0.0,75.0,
PSZMP_20210419_HCSEG_DOE,cruise,,2021-04-19T14:20:00-0700,,,47.356,-123.025,POINT (-123.0249 47.3562),EPSG:4326,"Hood Canal, Salish Sea",US,0.0,45.0,
PSZMP_20210419_KC,cruise,,2021-04-19T08:46:00-0700,,,47.744,-122.428,POINT (-122.4282 47.74396),EPSG:4326,"Central Basin, Salish Sea",US,0.0,200.0,
PSZMP_20210420_KC,cruise,,2021-04-20T09:57:00-0700,,,47.446,-122.41,"LINESTRING (-122.4333 47.53333, -122.3871 47.35862)",EPSG:4326,"Central Basin, Salish Sea",US,0.0,200.0,
PSZMP_20210421_TUL,cruise,,2021-04-21T10:26:00-0700,,,48.015,-122.355,"LINESTRING (-122.3873 48.05901, -122.3222 47.97166)",EPSG:4326,"Whidbey Basin, Salish Sea",US,0.0,175.0,
PSZMP_20210426_KWT,cruise,,2021-04-26T11:32:00-0700,,,48.554,-122.926,"LINESTRING (-123.0481 48.67437, -122.8037 48.43457)",EPSG:4326,"San Juan, Salish Sea",US,0.0,65.0,
PSZMP_20210503_KC,cruise,,2021-05-03T09:59:00-0700,,,47.744,-122.428,POINT (-122.4282 47.74396),EPSG:4326,"Central Basin, Salish Sea",US,33.0,0.0,
PSZMP_20210504_KC,cruise,,2021-05-04T10:20:00-0700,,,47.446,-122.41,"LINESTRING (-122.4333 47.53333, -122.3871 47.35862)",EPSG:4326,"Central Basin, Salish Sea",US,0.0,200.0,
PSZMP_20210504_NOAA,cruise,,2021-05-04T11:32:00-0700,,,48.265,-122.549,"LINESTRING (-122.5529 48.27363, -122.5442 48.25673)",EPSG:4326,"Whidbey Basin, Salish Sea",US,0.0,0.0,
PSZMP_20210507_TUL,cruise,,2021-05-07T10:21:00-0700,,,48.001,-122.337,"POLYGON ((-122.2906 47.95922, -122.3222 47.97166, -122.3956 48.06646, -122.3873 48.05901, -122.2906 47.95922))",EPSG:4326,"Whidbey Basin, Salish Sea",US,0.0,186.0,
PSZMP_20210510_KWT,cruise,,2021-05-10T18:55:00-0700,,,48.674,-123.048,POINT (-123.0481 48.67437),EPSG:4326,"San Juan, Salish Sea",US,19.0,0.0,
PSZMP_20210511_KWT,cruise,,2021-05-11T18:32:00-0700,,,48.435,-122.804,POINT (-122.8037 48.43457),EPSG:4326,"San Juan, Salish Sea",US,0.0,30.0,
PSZMP_20210517_KC,cruise,,2021-05-17T08:49:00-0700,,,47.744,-122.428,POINT (-122.4282 47.74396),EPSG:4326,"Central Basin, Salish Sea",US,0.0,200.0,
PSZMP_20210518_KC,cruise,,2021-05-18T10:37:00-0700,,,47.446,-122.41,"LINESTRING (-122.4333 47.53333, -122.3871 47.35862)",EPSG:4326,"Central Basin, Salish Sea",US,0.0,200.0,
PSZMP_20210519_NOAA,cruise,,2021-05-19T09:57:00-0700,,,48.257,-122.544,POINT (-122.5442 48.25673),EPSG:4326,"Whidbey Basin, Salish Sea",US,,,
PSZMP_20210520_PGST_WDFW,cruise,,2021-05-20T11:33:00-0700,,,47.93,-122.669,"POLYGON ((-122.7334 47.78343, -122.6374 48.00274, -122.636 48.00273, -122.7334 47.78343))",EPSG:4326,"Admiralty Inlet, Salish Sea",US,0.0,120.0,
PSZMP_20210521_HCSEG_DOE,cruise,,2021-05-21T11:03:00-0700,,,47.538,-123.01,POINT (-123.0096 47.53787),EPSG:4326,"Hood Canal, Salish Sea",US,0.0,141.0,
PSZMP_20210521_NIT,cruise,,2021-05-21T11:40:00-0700,,,47.139,-122.649,POINT (-122.649 47.13932),EPSG:4326,"South Sound, Salish Sea",US,70.0,0.0,
PSZMP_20210521_NOAA,cruise,,2021-05-21T17:00:00-0700,,,48.409,-122.572,"LINESTRING (-122.5783 48.40622, -122.5657 48.41155)",EPSG:4326,"Whidbey Basin, Salish Sea",US,,,
PSZMP_20210523_KWT,cruise,,2021-05-23T15:36:00-0700,,,48.674,-123.048,POINT (-123.0481 48.67437),EPSG:4326,"San Juan, Salish Sea",US,0.0,72.0,
PSZMP_20210524_KWT,cruise,,2021-05-24T19:14:00-0700,,,48.435,-122.804,POINT (-122.8037 48.43457),EPSG:4326,"San Juan, Salish Sea",US,20.0,0.0,
PSZMP_20210528_TUL,cruise,,2021-05-28T08:06:00-0700,,,47.999,-122.336,"POLYGON ((-122.2906 47.95922, -122.3222 47.97166, -122.3956 48.06646, -122.2906 47.95922))",EPSG:4326,"Whidbey Basin, Salish Sea",US,0.0,190.0,
PSZMP_20210601_LUM,cruise,,2021-06-01T10:41:00-0700,,,48.638,-122.582,"POLYGON ((-122.589 48.63368, -122.5886 48.64352, -122.5694 48.63795, -122.589 48.63368))",EPSG:4326,"Bellingham Bay, Salish Sea",US,0.0,110.0,
PSZMP_20210602_NIT,cruise,,2021-06-02T10:48:00-0700,,,47.144,-122.648,"POLYGON ((-122.649 47.13932, -122.6586 47.15243, -122.6377 47.14032, -122.649 47.13932))",EPSG:4326,"South Sound, Salish Sea",US,0.0,119.0,
PSZMP_20210602_NOAA,cruise,,2021-06-02T11:42:00-0700,,,48.265,-122.549,"LINESTRING (-122.5529 48.27363, -122.5442 48.25673)",EPSG:4326,"Whidbey Basin, Salish Sea",US,0.0,80.0,
PSZMP_20210602_PGST_WDFW,cruise,,2021-06-02T11:12:00-0700,,,47.893,-122.684,"LINESTRING (-122.733 47.78297, -122.636 48.00273)",EPSG:4326,"Admiralty Inlet, Salish Sea",US,0.0,110.0,
PSZMP_20210607_KC,cruise,,2021-06-07T10:04:00-0700,,,47.744,-122.428,POINT (-122.4282 47.74396),EPSG:4326,"Central Basin, Salish Sea",US,0.0,200.0,
PSZMP_20210607_KWT,cruise,,2021-06-07T19:30:00-0700,,,48.674,-123.048,POINT (-123.0481 48.67437),EPSG:4326,"San Juan, Salish Sea",US,0.0,0.0,
PSZMP_20210608_KC,cruise,,2021-06-08T11:00:00-0700,,,47.446,-122.41,"LINESTRING (-122.4333 47.53333, -122.3871 47.35862)",EPSG:4326,"Central Basin, Salish Sea",US,0.0,200.0,
PSZMP_20210608_KWT,cruise,,2021-06-08T19:06:00-0700,,,48.435,-122.804,POINT (-122.8037 48.43457),EPSG:4326,"San Juan, Salish Sea",US,0.0,0.0,
PSZMP_20210614_LUM,cruise,,2021-06-14T07:59:00-0700,,,48.638,-122.582,"POLYGON ((-122.589 48.63368, -122.5886 48.64352, -122.5694 48.63795, -122.589 48.63368))",EPSG:4326,"Bellingham Bay, Salish Sea",US,0.0,110.0,
PSZMP_20210615_NIT,cruise,,2021-06-15T08:56:00-0700,,,47.144,-122.648,"POLYGON ((-122.649 47.13932, -122.6586 47.15243, -122.6377 47.14032, -122.649 47.13932))",EPSG:4326,"South Sound, Salish Sea",US,0.0,112.0,
PSZMP_20210616_NOAA,cruise,,2021-06-16T10:47:00-0700,,,48.257,-122.544,POINT (-122.5442 48.25673),EPSG:4326,"Whidbey Basin, Salish Sea",US,0.0,88.0,
PSZMP_20210617_NOAA,cruise,,2021-06-17T17:19:00-0700,,,48.412,-122.566,POINT (-122.5657 48.41155),EPSG:4326,"Whidbey Basin, Salish Sea",US,25.0,0.0,
PSZMP_20210617_PGST_WDFW,cruise,,2021-06-17T09:39:00-0700,,,47.908,-122.679,"POLYGON ((-122.733 47.78297, -122.7334 47.78343, -122.6374 48.00274, -122.636 48.00273, -122.733 47.78297))",EPSG:4326,"Admiralty Inlet, Salish Sea",US,0.0,120.0,
PSZMP_20210618_HCSEG_DOE,cruise,,2021-06-18T12:07:00-0700,,,47.447,-123.017,"LINESTRING (-123.0249 47.3562, -123.0096 47.53787)",EPSG:4326,"Hood Canal, Salish Sea",US,0.0,144.0,
PSZMP_20210621_KC,cruise,,2021-06-21T09:18:00-0700,,,47.744,-122.428,POINT (-122.4282 47.74396),EPSG:4326,"Central Basin, Salish Sea",US,0.0,200.0,
PSZMP_20210621_KWT,cruise,,2021-06-21T18:35:00-0700,,,48.674,-123.048,POINT (-123.0481 48.67437),EPSG:4326,"San Juan, Salish Sea",US,17.0,0.0,
PSZMP_20210622_KC,cruise,,2021-06-22T10:07:00-0700,,,47.446,-122.41,"LINESTRING (-122.4333 47.53333, -122.3871 47.35862)",EPSG:4326,"Central Basin, Salish Sea",US,0.0,200.0,
PSZMP_20210622_KWT,cruise,,2021-06-22T18:58:00-0700,,,48.435,-122.804,POINT (-122.8037 48.43457),EPSG:4326,"San Juan, Salish Sea",US,18.0,0.0,
PSZMP_20210625_TUL,cruise,,2021-06-25T09:37:00-0700,,,48.001,-122.337,"POLYGON ((-122.2906 47.95922, -122.3222 47.97166, -122.3956 48.06646, -122.3873 48.05901, -122.2906 47.95922))",EPSG:4326,"Whidbey Basin, Salish Sea",US,0.0,190.0,
PSZMP_20210630_NOAA,cruise,,2021-06-30T12:00:00-0700,,,48.265,-122.549,"LINESTRING (-122.5529 48.27363, -122.5442 48.25673)",EPSG:4326,"Whidbey Basin, Salish Sea",US,0.0,80.0,
PSZMP_20210701_PGST_WDFW,cruise,,2021-07-01T11:13:00-0700,,,47.893,-122.684,"LINESTRING (-122.733 47.78297, -122.636 48.00273)",EPSG:4326,"Admiralty Inlet, Salish Sea",US,0.0,110.0,
PSZMP_20210706_KC,cruise,,2021-07-06T09:06:00-0700,,,47.744,-122.428,POINT (-122.4282 47.74396),EPSG:4326,"Central Basin, Salish Sea",US,0.0,200.0,
PSZMP_20210707_KC,cruise,,2021-07-07T11:08:00-0700,,,47.446,-122.41,"LINESTRING (-122.4333 47.53333, -122.3871 47.35862)",EPSG:4326,"Central Basin, Salish Sea",US,0.0,200.0,
PSZMP_20210708_TUL,cruise,,2021-07-08T12:27:00-0700,,,48.001,-122.337,"POLYGON ((-122.2906 47.95922, -122.3222 47.97166, -122.3956 48.06646, -122.3873 48.05901, -122.2906 47.95922))",EPSG:4326,"Whidbey Basin, Salish Sea",US,0.0,190.0,
PSZMP_20210709_LUM,cruise,,2021-07-09T11:38:00-0700,,,48.638,-122.582,"POLYGON ((-122.589 48.63368, -122.5886 48.64352, -122.5694 48.63795, -122.589 48.63368))",EPSG:4326,"Bellingham Bay, Salish Sea",US,0.0,110.0,
PSZMP_20210712_PGST_WDFW,cruise,,2021-07-12T10:35:00-0700,,,47.908,-122.679,"POLYGON ((-122.733 47.78297, -122.7334 47.78343, -122.6374 48.00274, -122.636 48.00273, -122.733 47.78297))",EPSG:4326,"Admiralty Inlet, Salish Sea",US,0.0,120.0,
PSZMP_20210715_KWT,cruise,,2021-07-15T17:29:00-0700,,,48.674,-123.048,POINT (-123.0481 48.67437),EPSG:4326,"San Juan, Salish Sea",US,20.0,0.0,
PSZMP_20210715_NIT,cruise,,2021-07-15T09:21:00-0700,,,47.144,-122.648,"POLYGON ((-122.649 47.13932, -122.6586 47.15243, -122.6377 47.14032, -122.649 47.13932))",EPSG:4326,"South Sound, Salish Sea",US,0.0,120.0,
PSZMP_20210716_KWT,cruise,,2021-07-16T18:55:00-0700,,,48.435,-122.804,POINT (-122.8037 48.43457),EPSG:4326,"San Juan, Salish Sea",US,18.0,0.0,
PSZMP_20210716_TUL,cruise,,2021-07-16T09:36:00-0700,,,48.001,-122.337,"POLYGON ((-122.2906 47.95922, -122.3222 47.97166, -122.3956 48.06646, -122.3873 48.05901, -122.2906 47.95922))",EPSG:4326,"Whidbey Basin, Salish Sea",US,0.0,190.0,
PSZMP_20210719_KC,cruise,,2021-07-19T08:48:00-0700,,,47.744,-122.428,POINT (-122.4282 47.74396),EPSG:4326,"Central Basin, Salish Sea",US,0.0,200.0,
PSZMP_20210720_KC,cruise,,2021-07-20T10:39:00-0700,,,47.446,-122.41,"LINESTRING (-122.4333 47.53333, -122.3871 47.35862)",EPSG:4326,"Central Basin, Salish Sea",US,0.0,200.0,
PSZMP_20210720_NOAA,cruise,,2021-07-20T10:29:00-0700,,,48.257,-122.544,POINT (-122.5442 48.25673),EPSG:4326,"Whidbey Basin, Salish Sea",US,,,
PSZMP_20210721_NOAA,cruise,,2021-07-21T16:00:00-0700,,,48.409,-122.572,"LINESTRING (-122.5783 48.40622, -122.5657 48.41155)",EPSG:4326,"Whidbey Basin, Salish Sea",US,0.0,,
PSZMP_20210728_KWT,cruise,,2021-07-28T18:30:00-0700,,,48.674,-123.048,POINT (-123.0481 48.67437),EPSG:4326,"San Juan, Salish Sea",US,0.0,70.0,
PSZMP_20210729_KWT,cruise,,2021-07-29T19:35:00-0700,,,48.435,-122.804,POINT (-122.8037 48.43457),EPSG:4326,"San Juan, Salish Sea",US,0.0,28.0,
PSZMP_20210729_LUM,cruise,,2021-07-29T10:28:00-0700,,,48.638,-122.582,"POLYGON ((-122.589 48.63368, -122.5886 48.64352, -122.5694 48.63795, -122.589 48.63368))",EPSG:4326,"Bellingham Bay, Salish Sea",US,0.0,110.0,
PSZMP_20210729_NIT,cruise,,2021-07-29T08:22:00-0700,,,47.146,-122.654,"LINESTRING (-122.6586 47.15243, -122.649 47.13932)",EPSG:4326,"South Sound, Salish Sea",US,0.0,120.0,
PSZMP_20210802_KC,cruise,,2021-08-02T09:01:00-0700,,,47.744,-122.428,POINT (-122.4282 47.74396),EPSG:4326,"Central Basin, Salish Sea",US,0.0,200.0,
PSZMP_20210803_KC,cruise,,2021-08-03T10:50:00-0700,,,47.446,-122.41,"LINESTRING (-122.4333 47.53333, -122.3871 47.35862)",EPSG:4326,"Central Basin, Salish Sea",US,0.0,200.0,
PSZMP_20210804_PGST_WDFW,cruise,,2021-08-04T10:57:00-0700,,,47.893,-122.684,"LINESTRING (-122.733 47.78297, -122.636 48.00273)",EPSG:4326,"Admiralty Inlet, Salish Sea",US,0.0,110.0,
PSZMP_20210812_KWT,cruise,,2021-08-12T18:40:00-0700,,,48.674,-123.048,POINT (-123.0481 48.67437),EPSG:4326,"San Juan, Salish Sea",US,0.0,78.0,
PSZMP_20210812_NIT,cruise,,2021-08-12T08:46:00-0700,,,47.144,-122.648,"POLYGON ((-122.649 47.13932, -122.6586 47.15243, -122.6377 47.14032, -122.649 47.13932))",EPSG:4326,"South Sound, Salish Sea",US,0.0,119.0,
PSZMP_20210813_KWT,cruise,,2021-08-13T18:57:00-0700,,,48.435,-122.804,POINT (-122.8037 48.43457),EPSG:4326,"San Juan, Salish Sea",US,0.0,30.0,
PSZMP_20210813_NOAA,cruise,,2021-08-13T10:26:00-0700,,,48.265,-122.549,"LINESTRING (-122.5529 48.27363, -122.5442 48.25673)",EPSG:4326,"Whidbey Basin, Salish Sea",US,0.0,80.0,
PSZMP_20210816_KC,cruise,,2021-08-16T08:48:00-0700,,,47.744,-122.428,POINT (-122.4282 47.74396),EPSG:4326,"Central Basin, Salish Sea",US,0.0,200.0,
PSZMP_20210817_KC,cruise,,2021-08-17T10:53:00-0700,,,47.446,-122.41,"LINESTRING (-122.4333 47.53333, -122.3871 47.35862)",EPSG:4326,"Central Basin, Salish Sea",US,0.0,200.0,
PSZMP_20210817_PGST_WDFW,cruise,,2021-08-17T09:47:00-0700,,,47.908,-122.679,"POLYGON ((-122.733 47.78297, -122.7334 47.78343, -122.6374 48.00274, -122.636 48.00273, -122.733 47.78297))",EPSG:4326,"Admiralty Inlet, Salish Sea",US,0.0,115.0,
PSZMP_20210819_LUM,cruise,,2021-08-19T14:45:00-0700,,,48.638,-122.582,"POLYGON ((-122.589 48.63368, -122.5886 48.64352, -122.5694 48.63795, -122.589 48.63368))",EPSG:4326,"Bellingham Bay, Salish Sea",US,0.0,110.0,
PSZMP_20210823_HCSEG_DOE,cruise,,2021-08-23T11:22:00-0700,,,47.447,-123.017,"LINESTRING (-123.0249 47.3562, -123.0096 47.53787)",EPSG:4326,"Hood Canal, Salish Sea",US,0.0,122.0,
PSZMP_20210825_KWT,cruise,,2021-08-25T18:20:00-0700,,,48.674,-123.048,POINT (-123.0481 48.67437),EPSG:4326,"San Juan, Salish Sea",US,0.0,0.0,
PSZMP_20210826_KWT,cruise,,2021-08-26T18:48:00-0700,,,48.435,-122.804,POINT (-122.8037 48.43457),EPSG:4326,"San Juan, Salish Sea",US,0.0,28.0,
PSZMP_20210830_TUL,cruise,,2021-08-30T10:38:00-0700,,,48.001,-122.337,"POLYGON ((-122.2906 47.95922, -122.3222 47.97166, -122.3956 48.06646, -122.3873 48.05901, -122.2906 47.95922))",EPSG:4326,"Whidbey Basin, Salish Sea",US,0.0,190.0,
PSZMP_20210831_NIT,cruise,,2021-08-31T11:57:00-0700,,,47.144,-122.648,"POLYGON ((-122.649 47.13932, -122.6586 47.15243, -122.6377 47.14032, -122.649 47.13932))",EPSG:4326,"South Sound, Salish Sea",US,0.0,119.0,
PSZMP_20210902_PGST_WDFW,cruise,,2021-09-02T11:48:00-0700,,,47.893,-122.684,"LINESTRING (-122.733 47.78297, -122.636 48.00273)",EPSG:4326,"Admiralty Inlet, Salish Sea",US,0.0,110.0,
PSZMP_20210907_KC,cruise,,2021-09-07T08:56:00-0700,,,47.744,-122.428,POINT (-122.4282 47.74396),EPSG:4326,"Central Basin, Salish Sea",US,0.0,200.0,
PSZMP_20210908_KC,cruise,,2021-09-08T10:01:00-0700,,,47.446,-122.41,"LINESTRING (-122.4333 47.53333, -122.3871 47.35862)",EPSG:4326,"Central Basin, Salish Sea",US,0.0,200.0,
